STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REF_AREA,Reference area,EDUCATION_LEV,Education level,EXP_SOURCE,Financing source,EXP_DESTINATION,Destination of expenditure,EXPENDITURE_TYPE,Type of expenditure,PRICE_BASE,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,IRL,Ireland,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,2.842527,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,IRL,Ireland,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,2.760657,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,IRL,Ireland,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,2.684359,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,IRL,Ireland,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,2.7165821,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GRC,Greece,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,3.360186,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GRC,Greece,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,3.260586,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GRC,Greece,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,3.184782,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GRC,Greece,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,3.296461,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GRC,Greece,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,3.280154,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,1.063587,,W,Includes data from another category,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,1.122822,,W,Includes data from another category,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,0.7242438,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,1.199671,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,1.210295,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,0.82784033,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FRA,France,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,0.6401563,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FRA,France,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,0.6531539,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FRA,France,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,0.6541888,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FRA,France,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,0.6605672,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FRA,France,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,0.6707895,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FRA,France,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,0.74094909,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ZAF,South Africa,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ZAF,South Africa,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ZAF,South Africa,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ZAF,South Africa,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ZAF,South Africa,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ZAF,South Africa,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,COL,Colombia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,5.786284,,W,Includes data from another category,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,COL,Colombia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,6.268327,,W,Includes data from another category,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,COL,Colombia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,5.681655,,W,Includes data from another category,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,COL,Colombia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,5.868555,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,COL,Colombia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,5.742437,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,COL,Colombia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,6.6430149,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GBR,United Kingdom,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,4.317359,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GBR,United Kingdom,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,4.207101,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GBR,United Kingdom,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,4.118119,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GBR,United Kingdom,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,3.88886,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GBR,United Kingdom,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,3.913041,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,GBR,United Kingdom,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,4.2093091,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,OECD,OECD,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,0.8291183,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,OECD,OECD,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,0.8655472,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,OECD,OECD,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,0.8114197,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,OECD,OECD,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,0.8407217,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,OECD,OECD,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,0.8337435,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,OECD,OECD,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,0.8208571,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ISR,Israel,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,1.037716,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ISR,Israel,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,1.171327,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ISR,Israel,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,1.055815,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ISR,Israel,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,1.20315,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ISR,Israel,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,1.204503,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ISR,Israel,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,1.012839,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ROU,Romania,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,2.324851,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ROU,Romania,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,2.244905,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ROU,Romania,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,2.266428,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ROU,Romania,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,2.353821,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ROU,Romania,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,2.654925,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,ROU,Romania,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,2.641006,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,HRV,Croatia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,HRV,Croatia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,3.793269,,A,Normal value,0,Units,1,One,,
